"Hours since thread went live","Jaku-Chara Tomozaki-kun 2nd Stage • Bottom-tier Character Tomozaki 2nd Stage - Episode 11 discussion"
0,2
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,4
0.4166666666666667,6
0.5,8
0.5833333333333334,10
0.6666666666666666,12
0.75,14
0.8333333333333334,15
0.9166666666666666,18
1,21
1.0833333333333333,24
1.1666666666666667,24
1.25,24
1.3333333333333333,24
1.4166666666666667,28
1.5,31
1.5833333333333333,35
1.6666666666666667,40
1.75,44
1.8333333333333333,49
1.9166666666666667,50
2,53
2.0833333333333335,59
2.1666666666666665,63
2.25,66
2.3333333333333335,69
2.4166666666666665,69
2.5,69
2.5833333333333335,69
2.6666666666666665,70
2.75,71
2.8333333333333335,73
2.9166666666666665,77
3,80
3.0833333333333335,81
3.1666666666666665,82
3.25,86
3.3333333333333335,84
3.4166666666666665,89
3.5,92
3.5833333333333335,89
3.6666666666666665,95
3.75,100
3.8333333333333335,106
3.9166666666666665,104
4,114
4.083333333333333,109
4.166666666666667,118
4.25,119
4.333333333333333,126
4.416666666666667,127
4.5,128
4.583333333333333,127
4.666666666666667,126
4.75,129
4.833333333333333,134
4.916666666666667,132
5,129
5.083333333333333,138
5.166666666666667,137
5.25,138
5.333333333333333,138
5.416666666666667,144
5.5,145
5.583333333333333,139
5.666666666666667,141
5.75,146
5.833333333333333,145
5.916666666666667,151
6,152
6.083333333333333,153
6.166666666666667,153
6.25,154
6.333333333333333,156
6.416666666666667,158
6.5,159
6.583333333333333,164
6.666666666666667,166
6.75,170
6.833333333333333,173
6.916666666666667,173
7,173
7.083333333333333,177
7.166666666666667,181
7.25,178
7.333333333333333,184
7.416666666666667,180
7.5,185
7.583333333333333,187
7.666666666666667,186
7.75,191
7.833333333333333,193
7.916666666666667,192
8,194
8.083333333333334,191
8.166666666666666,194
8.25,195
8.333333333333334,199
8.416666666666666,198
8.5,204
8.583333333333334,203
8.666666666666666,210
8.75,207
8.833333333333334,211
8.916666666666666,217
9,212
9.083333333333334,213
9.166666666666666,219
9.25,218
9.333333333333334,225
9.416666666666666,220
9.5,221
9.583333333333334,225
9.666666666666666,222
9.75,228
9.833333333333334,229
9.916666666666666,231
10,235
10.083333333333334,235
10.166666666666666,233
10.25,234
10.333333333333334,237
10.416666666666666,235
10.5,238
10.583333333333334,241
10.666666666666666,249
10.75,248
10.833333333333334,249
10.916666666666666,246
11,248
11.083333333333334,250
11.166666666666666,258
11.25,257
11.333333333333334,258
11.416666666666666,259
11.5,254
11.583333333333334,260
11.666666666666666,258
11.75,260
11.833333333333334,266
11.916666666666666,264
12,268
12.083333333333334,268
12.166666666666666,264
12.25,266
12.333333333333334,270
12.416666666666666,270
12.5,269
12.583333333333334,271
12.666666666666666,271
12.75,274
12.833333333333334,273
12.916666666666666,278
13,273
13.083333333333334,275
13.166666666666666,282
13.25,280
13.333333333333334,283
13.416666666666666,277
13.5,284
13.583333333333334,280
13.666666666666666,281
13.75,287
13.833333333333334,284
13.916666666666666,285
14,286
14.083333333333334,289
14.166666666666666,291
14.25,290
14.333333333333334,291
14.416666666666666,295
14.5,296
14.583333333333334,296
14.666666666666666,294
14.75,297
14.833333333333334,297
14.916666666666666,298
15,300
15.083333333333334,299
15.166666666666666,299
15.25,301
15.333333333333334,298
15.416666666666666,300
15.5,299
15.583333333333334,302
15.666666666666666,299
15.75,302
15.833333333333334,302
15.916666666666666,303
16,300
16.083333333333332,305
16.166666666666668,305
16.25,305
16.333333333333332,309
16.416666666666668,305
16.5,308
16.583333333333332,309
16.666666666666668,305
16.75,310
16.833333333333332,309
16.916666666666668,314
17,310
17.083333333333332,311
17.166666666666668,307
17.25,317
17.333333333333332,313
17.416666666666668,319
17.5,316
17.583333333333332,320
17.666666666666668,314
17.75,314
17.833333333333332,316
17.916666666666668,317
18,316
18.083333333333332,323
18.166666666666668,322
18.25,321
18.333333333333332,323
18.416666666666668,324
18.5,323
18.583333333333332,327
18.666666666666668,320
18.75,329
18.833333333333332,324
18.916666666666668,326
19,329
19.083333333333332,326
19.166666666666668,324
19.25,324
19.333333333333332,324
19.416666666666668,325
19.5,327
19.583333333333332,326
19.666666666666668,325
19.75,331
19.833333333333332,331
19.916666666666668,332
20,335
20.083333333333332,325
20.166666666666668,329
20.25,336
20.333333333333332,332
20.416666666666668,330
20.5,337
20.583333333333332,331
20.666666666666668,333
20.75,334
20.833333333333332,331
20.916666666666668,335
21,333
21.083333333333332,337
21.166666666666668,341
21.25,339
21.333333333333332,335
21.416666666666668,334
21.5,338
21.583333333333332,341
21.666666666666668,334
21.75,333
21.833333333333332,338
21.916666666666668,339
22,337
22.083333333333332,337
22.166666666666668,338
22.25,339
22.333333333333332,340
22.416666666666668,340
22.5,336
22.583333333333332,338
22.666666666666668,344
22.75,347
22.833333333333332,340
22.916666666666668,342
23,342
23.083333333333332,350
23.166666666666668,341
23.25,342
23.333333333333332,346
23.416666666666668,342
23.5,345
23.583333333333332,344
23.666666666666668,342
23.75,347
23.833333333333332,342
23.916666666666668,345
24,342
24.083333333333332,345
24.166666666666668,344
24.25,347
24.333333333333332,348
24.416666666666668,349
24.5,341
24.583333333333332,342
24.666666666666668,343
24.75,340
24.833333333333332,345
24.916666666666668,346
25,348
25.083333333333332,343
25.166666666666668,348
25.25,341
25.333333333333332,344
25.416666666666668,352
25.5,345
25.583333333333332,348
25.666666666666668,348
25.75,345
25.833333333333332,342
25.916666666666668,347
26,352
26.083333333333332,349
26.166666666666668,349
26.25,348
26.333333333333332,348
26.416666666666668,353
26.5,346
26.583333333333332,354
26.666666666666668,347
26.75,355
26.833333333333332,352
26.916666666666668,346
27,353
27.083333333333332,347
27.166666666666668,355
27.25,352
27.333333333333332,348
27.416666666666668,353
27.5,357
27.583333333333332,357
27.666666666666668,357
27.75,360
27.833333333333332,356
27.916666666666668,353
28,359
28.083333333333332,355
28.166666666666668,355
28.25,350
28.333333333333332,348
28.416666666666668,354
28.5,354
28.583333333333332,356
28.666666666666668,353
28.75,354
28.833333333333332,357
28.916666666666668,353
29,357
29.083333333333332,355
29.166666666666668,355
29.25,361
29.333333333333332,350
29.416666666666668,354
29.5,361
29.583333333333332,358
29.666666666666668,359
29.75,353
29.833333333333332,354
29.916666666666668,357
30,351
30.083333333333332,358
30.166666666666668,360
30.25,359
30.333333333333332,353
30.416666666666668,358
30.5,353
30.583333333333332,358
30.666666666666668,358
30.75,359
30.833333333333332,352
30.916666666666668,356
31,363
31.083333333333332,361
31.166666666666668,355
31.25,353
31.333333333333332,354
31.416666666666668,351
31.5,360
31.583333333333332,354
31.666666666666668,355
31.75,359
31.833333333333332,360
31.916666666666668,362
32,361
32.083333333333336,358
32.166666666666664,358
32.25,358
32.333333333333336,360
32.416666666666664,362
32.5,355
32.583333333333336,359
32.666666666666664,358
32.75,361
32.833333333333336,359
32.916666666666664,357
33,363
33.083333333333336,355
33.166666666666664,356
33.25,360
33.333333333333336,358
33.416666666666664,361
33.5,361
33.583333333333336,355
33.666666666666664,359
33.75,363
33.833333333333336,361
33.916666666666664,362
34,361
34.083333333333336,361
34.166666666666664,361
34.25,361
34.333333333333336,360
34.416666666666664,358
34.5,363
34.583333333333336,362
34.666666666666664,358
34.75,359
34.833333333333336,366
34.916666666666664,359
35,360
35.083333333333336,362
35.166666666666664,359
35.25,358
35.333333333333336,361
35.416666666666664,363
35.5,365
35.583333333333336,363
35.666666666666664,364
35.75,363
35.833333333333336,366
35.916666666666664,363
36,361
36.083333333333336,367
36.166666666666664,365
36.25,366
36.333333333333336,362
36.416666666666664,364
36.5,364
36.583333333333336,365
36.666666666666664,366
36.75,366
36.833333333333336,365
36.916666666666664,365
37,362
37.083333333333336,359
37.166666666666664,361
37.25,365
37.333333333333336,367
37.416666666666664,367
37.5,367
37.583333333333336,364
37.666666666666664,369
37.75,361
37.833333333333336,368
37.916666666666664,363
38,366
38.083333333333336,365
38.166666666666664,370
38.25,365
38.333333333333336,361
38.416666666666664,363
38.5,363
38.583333333333336,364
38.666666666666664,370
38.75,363
38.833333333333336,362
38.916666666666664,371
39,366
39.083333333333336,365
39.166666666666664,369
39.25,367
39.333333333333336,370
39.416666666666664,364
39.5,368
39.583333333333336,363
39.666666666666664,364
39.75,369
39.833333333333336,369
39.916666666666664,370
40,364
40.083333333333336,366
40.166666666666664,362
40.25,368
40.333333333333336,370
40.416666666666664,364
40.5,371
40.583333333333336,374
40.666666666666664,371
40.75,374
40.833333333333336,366
40.916666666666664,369
41,370
41.083333333333336,374
41.166666666666664,369
41.25,372
41.333333333333336,365
41.416666666666664,365
41.5,373
41.583333333333336,367
41.666666666666664,369
41.75,373
41.833333333333336,370
41.916666666666664,367
42,372
42.083333333333336,372
42.166666666666664,368
42.25,373
42.333333333333336,368
42.416666666666664,369
42.5,370
42.583333333333336,366
42.666666666666664,368
42.75,363
42.833333333333336,369
42.916666666666664,369
43,371
43.083333333333336,369
43.166666666666664,372
43.25,374
43.333333333333336,368
43.416666666666664,367
43.5,367
43.583333333333336,371
43.666666666666664,372
43.75,369
43.833333333333336,369
43.916666666666664,368
44,376
44.083333333333336,365
44.166666666666664,374
44.25,371
44.333333333333336,374
44.416666666666664,371
44.5,372
44.583333333333336,375
44.666666666666664,374
44.75,375
44.833333333333336,374
44.916666666666664,376
45,369
45.083333333333336,369
45.166666666666664,369
45.25,370
45.333333333333336,370
45.416666666666664,374
45.5,372
45.583333333333336,372
45.666666666666664,376
45.75,374
45.833333333333336,371
45.916666666666664,368
46,369
46.083333333333336,370
46.166666666666664,370
46.25,368
46.333333333333336,366
46.416666666666664,368
46.5,371
46.583333333333336,367
46.666666666666664,377
46.75,371
46.833333333333336,374
46.916666666666664,374
47,369
47.083333333333336,366
47.166666666666664,375
47.25,367
47.333333333333336,365
47.416666666666664,375
47.5,373
47.583333333333336,370
47.666666666666664,375
47.75,374
47.833333333333336,371
47.916666666666664,372