"Hours since thread went live","Mushoku Tensei: Isekai Ittara Honki Dasu Season 2 Part 2 • Mushoku Tensei: Jobless Reincarnation Season 2 Part 2 - Episode 8 discussion"
0,1
0,6
0.08333333333333333,22
0.16666666666666666,36
0.25,63
0.3333333333333333,108
0.4166666666666667,145
0.5,171
0.5833333333333334,209
0.6666666666666666,241
0.75,280
0.8333333333333334,334
0.9166666666666666,378
1,440
1.0833333333333333,502
1.1666666666666667,536
1.25,588
1.3333333333333333,636
1.4166666666666667,673
1.5,729
1.5833333333333333,756
1.6666666666666667,805
1.75,840
1.8333333333333333,870
1.9166666666666667,918
2,963
2.0833333333333335,1019
2.1666666666666665,1059
2.25,1097
2.3333333333333335,1151
2.4166666666666665,1188
2.5,1230
2.5833333333333335,1267
2.6666666666666665,1309
2.75,1340
2.8333333333333335,1378
2.9166666666666665,1408
3,1432
3.0833333333333335,1477
3.1666666666666665,1505
3.25,1535
3.3333333333333335,1571
3.4166666666666665,1599
3.5,1638
3.5833333333333335,1661
3.6666666666666665,1690
3.75,1723
3.8333333333333335,1750
3.9166666666666665,1783
4,1803
4.083333333333333,1836
4.166666666666667,1865
4.25,1881
4.333333333333333,1912
4.416666666666667,1937
4.5,1957
4.583333333333333,1988
4.666666666666667,2013
4.75,2039
4.833333333333333,2064
4.916666666666667,2081
5,2087
5.083333333333333,2110
5.166666666666667,2133
5.25,2151
5.333333333333333,2179
5.416666666666667,2208
5.5,2229
5.583333333333333,2258
5.666666666666667,2281
5.75,2300
5.833333333333333,2324
5.916666666666667,2342
6,2361
6.083333333333333,2380
6.166666666666667,2390
6.25,2417
6.333333333333333,2441
6.416666666666667,2465
6.5,2485
6.583333333333333,2512
6.666666666666667,2526
6.75,2540
6.833333333333333,2558
6.916666666666667,2561
7,2574
7.083333333333333,2592
7.166666666666667,2601
7.25,2609
7.333333333333333,2633
7.416666666666667,2646
7.5,2671
7.583333333333333,2689
7.666666666666667,2705
7.75,2725
7.833333333333333,2732
7.916666666666667,2744
8,2770
8.083333333333334,2787
8.166666666666666,2799
8.25,2812
8.333333333333334,2816
8.416666666666666,2830
8.5,2844
8.583333333333334,2855
8.666666666666666,2869
8.75,2883
8.833333333333334,2905
8.916666666666666,2920
9,2926
9.083333333333334,2943
9.166666666666666,2947
9.25,2948
9.333333333333334,2962
9.5,2994
9.583333333333334,3002
9.666666666666666,3005
9.75,3017